0,1,2,3,harmonic mean,ar mean
3238655.6690162933,2835327.133156239,4148547.9495432987,3881481.059506044,3447845.2091298564,3526002.952805469
3446027.075280654,3992488.465531835,4463718.509209405,4415944.2276439015,4035755.992463669,4079544.569416448
3273504.028830272,3432047.478425489,4905043.498071536,3721035.635852849,3740175.646277398,3832907.6602950366
3199814.8977047005,2890256.446656005,3332341.5596476593,4260814.26538436,3352064.8203552854,3420806.792348181
3180236.195996762,3577187.1762632895,3966659.444319692,4132179.938296974,3676147.509174756,3714065.6887191795
3164477.8537015026,3365976.0799119114,3889206.9031130476,4004720.7507122485,3571665.592499541,3606095.3968596775
3015717.3609214714,2916636.251591331,3846865.1901400695,3980695.5393056357,3373759.1726209186,3439978.5854896265
2876458.020676087,2941286.032187244,3715775.769256283,3767439.4152127844,3272807.6849594726,3325239.8093330995
2781389.8131028744,3231398.1773762046,4132632.7116535543,4034924.8304410907,3451820.986491739,3545086.3831434315
3471546.288284747,3272969.059136944,3906318.8097301368,4186630.1848354614,3674983.9298867057,3709366.085496822
2738843.5159713808,3028050.3929926027,4100370.1025440614,3991379.357596782,3361956.235280438,3464660.8422762067
2834406.780665062,3627067.1866919766,3695164.017538616,3669659.5828805654,3414014.522327535,3456574.3919440554
2849992.3894123947,3812412.903468793,4596746.464656887,4282251.171361491,3758528.0674818163,3885350.7322248914
3720209.4179565436,4070450.0930348933,4711109.4875587635,4818631.096112928,4281430.44565025,4330100.023665782
2982004.1417494705,3029621.986013395,3899229.9627161506,3981396.281000321,3409919.6125386884,3473063.092869834
3507154.340819624,2975585.3914898257,3899163.76266897,4273566.6189754205,3598217.2710414333,3663867.52848846
3515432.579053151,3904647.0230346513,4643319.636826405,5386059.233779468,4248120.966367823,4362364.618173419
3151491.3659430975,3527804.5415216554,4226988.219437555,3929317.8716008957,3663524.7936463146,3708900.4996258006
3810645.62607543,3673258.905823254,4535502.210900317,5047250.658266993,4196078.726941492,4266664.3502664985
3265693.084860493,3223205.8506327574,4251805.0305123795,3523834.4080918287,3522863.885277374,3566134.5935243648
2818251.2835457246,3572663.1643287465,4310135.474540443,4401895.116662365,3656576.677782956,3775736.25976932
3261800.91413486,3405523.5651010447,4048012.0115181296,4721812.3277645605,3777014.015736447,3859287.204629649
3178987.3459856976,3278238.5002476485,3480046.7320438335,3952879.3732874515,3448454.0561642605,3472537.987891157
