0,1,2,3,av
-0.008489529417783581,0.004453663595066382,-0.0026873206441921926,0.0035410657194807627,-0.0007955301868571574
-0.007586552285502424,0.004317060093894209,-0.0021383885330158448,0.004793481858201498,-0.0001535997166056402
-0.008190360548573028,0.004735398099344312,-0.0025388170054511106,0.005911777438458943,-2.050050405522086e-05
-0.008486677059188596,0.005061995292665489,-0.0026672279466680715,0.006025015441974646,-1.672356780413331e-05
-0.007466010600883477,0.0046169796558424014,-0.00233248553861376,0.004141886340122358,-0.0002599075358831193
-0.008398008516545041,0.004919300763049472,-0.0017533153348551211,0.0036147645510650195,-0.0004043146343214177
-0.008331356466783402,0.004668534499555954,-0.002114532134231961,0.004507316083243285,-0.00031750950455403104
-0.00888169253133475,0.0044705928363236724,-0.0027612544068016387,0.0036717873292814174,-0.0008751416931328249
-0.007706289119679854,0.0043693951924225205,-0.002342460046260375,0.004951063314406867,-0.00018207266477771045
-0.008360854620048208,0.005253795631665392,-0.0020489784968563685,0.003822980251961261,-0.00033326430831948084
-0.008906037787843157,0.004060741596297435,-0.0032771166303343646,0.0042126410502491,-0.000977442942907747
-0.008458986923629896,0.004532931354850445,-0.0015636378491147296,0.0035885824713731695,-0.00047527773663025297
-0.007919283743373917,0.005068651022068771,-0.001496357616433519,0.00509726551096179,0.00018756879330578125
-0.008346906908645368,0.004442888280598134,-0.002229932519114408,0.004319913800276187,-0.00045350933672136384
-0.008889218263336662,0.004328036417472703,-0.0030612228202664404,0.004833186940372269,-0.0006973044314395327
-0.007167464952365532,0.004577233831072336,-0.002314460146513153,0.0031019118311406135,-0.0004506948591664339
-0.007974956779525866,0.005089110597133351,-0.003211389795696795,0.004553383916463094,-0.0003859630154065541
-0.00862212370873694,0.004424001379333298,-0.00248579136565219,0.0051188249925704365,-0.00039127217562134886
-0.008472852423552224,0.004861176493175856,-0.0023445990840991193,0.0033136925026067132,-0.0006606456279671935
-0.009694017199872507,0.004847179793493028,-0.001983961297050918,0.0060959209102976475,-0.0001837194482831872
-0.007314736505546926,0.00379334157237754,-0.0029740202504531243,0.0039353688481830185,-0.000640011583859873
-0.007662136883714421,0.0044702851692624,-0.0020235128674715996,0.004456428002213131,-0.00018973414492762242
-0.007976081643921829,0.004877563176931554,-0.0022846568445831217,0.003987867600152795,-0.00034882692785515035
-0.009052533652816774,0.005368994440914432,-0.0024822468671530373,0.005151930992339571,-0.0002534637716789523
-0.007921747628827469,0.004540048006058117,-0.0030834071960236242,0.0052600797947366384,-0.0003012567560140844
-0.007639890182397524,0.005295858637173856,-0.0022922806912936133,0.0035532026488656054,-0.000270777396912919
-0.008107091238253927,0.004298893601599629,-0.001693444259246779,0.004663559208755164,-0.00020952067178647837
-0.0078013221562833746,0.004911255787989122,-0.0033781384499206313,0.004620843989031731,-0.0004118402072957883
-0.009778259429143565,0.00482521507961442,-0.0025369628996511073,0.004661274064553189,-0.0007071832961567659
-0.007289577900163602,0.004597050704213346,-0.0024369613869771323,0.004269860536805115,-0.00021490701153056846
-0.008513794250122553,0.003841197789281603,-0.0019278436752155903,0.004589947755645585,-0.0005026230951027388
-0.00806999333905889,0.004494231612892086,-0.002601667036501998,0.0039817900468305245,-0.0005489096789595693
-0.007805378775898597,0.003973783299426659,-0.0019487399004083361,0.004792257624305796,-0.0002470194381436197
-0.00888724368850835,0.005159255845819111,-0.0023566278837681143,0.005270614157287246,-0.00020350039229252714
-0.009370827774005441,0.005090197888845793,-0.003063828923434264,0.004986618085357386,-0.0005894601808091315
