,Day,zeta,zeta + Ne R,R,Ne
0,0,1.1501586953888371e-07,2.689680067962964,4694868.0,8862542.912834479
1,1,6.342575653636627e-08,2.5965630861819426,7084032.0,8862542.912834479
2,2,4.2800937555070455e-08,2.0071850740646338,7066603.0,8862542.912834479
3,3,4.4637333050986786e-08,1.8948359868319342,6502888.0,8862542.912834479
4,4,7.119391101883661e-08,1.9007097629745815,4780336.0,8862542.912834479
