,Day,zeta,zeta + Ne R,R,Ne
0,0,3.519697565059143e-08,2.3570072195645597,7102883.0,5234226.389951847
1,1,4.655594695863045e-08,2.786058992612358,7384710.0,5234226.389951847
2,2,4.2052067381021456e-08,2.7512038764063416,7658007.0,5234226.389951847
4,3,8.467584018270887e-08,2.4868083677608843,4694274.0,5234226.389951847
3,4,8.860513421232322e-08,1.977836527919263,3625926.0,5234226.389951847
