,Day,zeta,zeta + Ne R,R,Ne
1,0,2.348703043144991e-07,2.909473568548556,2501309.0,4470289.294623339
4,1,9.919522305363504e-08,2.195198269697038,3537903.0,4470289.294623339
0,2,6.141713615981838e-08,2.285107326066345,4868480.0,4470289.294623339
3,3,7.085956353652004e-08,2.0103713512997428,3964155.0,4470289.294623339
2,4,7.410892173593917e-08,1.7546296844943312,3373413.0,4470289.294623339
