,Day,zeta,zeta + Ne R,R,Ne
2,0,1.2981537704228118e-07,3.5631615282156575,5394681.0,7080457.718172699
3,1,4.448168473772304e-08,2.6014922927661583,8151046.0,7080457.718172699
1,2,3.235338105085559e-08,2.285310069969942,8443867.0,7080457.718172699
4,3,3.70074415112173e-08,2.636526971112257,9114618.0,7080457.718172699
0,4,3.5561888618962194e-08,2.2808451117722073,8045838.0,7080457.718172699
