,Day,zeta,zeta + Ne R,R,Ne
3,0,1.8629130270681812e-07,2.6171650117748717,2989023.0,7667128.9569695005
0,1,4.904884622588154e-08,2.733302813650147,8368390.0,7667128.9569695005
4,2,6.524739558018151e-08,2.698504810970983,6894203.0,7667128.9569695005
1,3,6.059681348025948e-08,2.2839039822616365,6126119.0,7667128.9569695005
2,4,7.381405378698835e-08,2.4710867569527735,5804991.0,7667128.9569695005
