,Day,zeta,zeta + Ne R,R,Ne
3,0,2.800349731341294e-07,3.1305226522581227,2420940.0,5781609.086895924
4,1,7.943443075672578e-08,2.584067170836595,5266084.0,5781609.086895924
2,2,8.003306573364833e-08,2.4207971168655567,4909398.0,5781609.086895924
1,3,9.27193917186674e-08,1.5591065775041837,2866849.0,5781609.086895924
0,4,1.4724660282190175e-07,1.594317337713598,2092421.0,5781609.086895924
