,Day,zeta,zeta + Ne R,R,Ne
4,0,4.479667606451402e-07,3.021654933398522,1395657.0,2679713.8216652116
1,1,5.153266759150781e-08,5.797635988763634,10007919.0,2679713.8216652116
3,2,3.710466131758106e-08,4.102874176447225,7866048.0,2679713.8216652116
0,3,7.841648879193133e-08,2.189718459570011,3188105.0,2679713.8216652116
2,4,4.782366915815229e-08,2.9507818177209444,5227537.0,2679713.8216652116
