,Day,zeta,zeta + Ne R,R,Ne
4,0,2.22011070951274e-07,3.241977947322417,2693520.0,3168798.9377868995
0,1,5.511744799295496e-08,3.9838856743910243,7431974.0,3168798.9377868995
1,2,3.444827708320095e-08,3.2902232494020245,7257257.0,3168798.9377868995
3,3,3.2869888572399435e-08,3.4683446185523694,7758179.0,3168798.9377868995
2,4,4.503479658593008e-08,2.751850814453069,5551263.0,3168798.9377868995
