,Day,zeta,zeta + Ne R,R,Ne
2,0,1.4211082652169715e-07,6.089760704981568,7110439.0,3472098.7542270613
1,1,4.148655720463348e-08,3.628216672287402,7992433.0,3472098.7542270613
4,2,5.71435729338855e-08,2.973457989192838,5755995.0,3472098.7542270613
0,3,5.3804316920233705e-08,3.581814388987608,7117684.0,3472098.7542270613
3,4,4.0086239933142514e-08,2.7961914223803066,6236554.0,3472098.7542270613
