,Day,zeta,zeta + Ne R,R,Ne
0,0,2.7208873354541103e-07,2.347052949791797,1741483.0,3855386.002023964
1,1,3.356975392027585e-08,2.931630191137917,7447180.0,3855386.002023964
3,2,3.413249332812155e-08,2.899783574499391,7324399.0,3855386.002023964
4,3,2.97218616299921e-08,3.1817055401415866,8411317.0,3855386.002023964
2,4,3.005735062729086e-08,3.1573541522518336,8317433.0,3855386.002023964
