,Day,zeta,zeta + Ne R,R,Ne
4,0,5.493398363450706e-08,2.8150787577692133,4550917.0,2507283.488675287
1,1,1.5186554674937858e-07,1.6565643683434284,1646193.0,2507283.488675287
2,2,2.268643714041997e-07,1.4395115291020508,1101980.0,2507283.488675287
3,3,1.8953693264360438e-07,1.6771596124081756,1449594.0,2507283.488675287
0,4,4.409459608137399e-07,1.5330329035905788,708877.0,2507283.488675287
