,Day 1,Day 2,kappa,kappa std,R1,R2,xbar,xbar std,ntransfers
0,0,1,1.740611746563632e-07,3.2951719091149427e-09,4711946.0,7884600.0,0.006009856811419799,0.00017952097607572994,1
1,1,2,4.866171398230448e-07,9.65191490642098e-09,7884600.0,1297716.0,0.005415177139424059,0.00034627744242757394,1
2,2,3,5.195753037757153e-07,1.2483730238068463e-08,1297716.0,5454919.0,0.01207143628935081,0.0003019694902896602,1
3,3,4,3.0582679826305705e-07,6.3729059790801805e-09,5454919.0,6866294.0,0.011305594209686952,0.00029895636744374477,1
