,Day,zeta,zeta + Ne R,R,Ne
3,0,3.052755946332075e-07,12.104752844175435,6355964.0,1463337.8092377577
4,1,3.526351223735566e-08,5.8447330173836365,7089481.0,1463337.8092377577
0,2,4.162925584208326e-08,5.103899975855996,6005392.0,1463337.8092377577
2,3,4.3629118981493887e-08,4.915786200443202,5730118.0,1463337.8092377577
1,4,5.754094844054822e-08,3.9690560665982786,4344732.0,1463337.8092377577
