,Day,zeta,zeta + Ne R,R,Ne
4,0,1.4472104033921293e-07,3.779516025685502,3691085.0,2246818.1823429745
3,1,1.972753454779686e-07,5.350561808849748,4335334.0,2246818.1823429745
2,2,5.356398700323422e-08,3.07729981743914,4667315.0,2246818.1823429745
1,3,7.054966371797295e-08,2.577165000643151,3543603.0,2246818.1823429745
0,4,8.963249601045772e-08,2.2413852718120113,2789167.0,2246818.1823429745
