,Day,zeta,zeta + Ne R,R,Ne
2,0,7.485292556502853e-08,6.183026846836521,8879902.0,2519635.5885041575
4,1,3.522434932053111e-08,4.087092847809957,7599932.0,2519635.5885041575
1,2,3.535868843592675e-08,3.8061192786205678,7070398.0,2519635.5885041575
3,3,3.675129166089675e-08,3.699788029283417,6802482.0,2519635.5885041575
0,4,1.81878896300656e-07,1.5455316658771394,1374541.0,2519635.5885041575
