,Day,zeta,zeta + Ne R,R,Ne
0,0,6.742345392087778e-08,3.887730484838566,5140655.0,2055170.603479264
4,1,5.5662840218945585e-08,4.1855778919014535,5901589.0,2055170.603479264
2,2,5.9275587077462564e-08,3.280352961218457,4532878.0,2055170.603479264
1,3,5.2916537285732964e-08,3.298797477932915,4724421.0,2055170.603479264
3,4,4.8119295818375394e-08,3.5279755321550934,5195421.0,2055170.603479264
