,Day,zeta,zeta + Ne R,R,Ne
3,0,2.5716709719470526e-07,4.167979805534763,2872385.0,2367516.477701132
0,1,7.035288828776117e-08,3.154202709048106,4481706.0,2367516.477701132
4,2,5.4678542982238546e-08,3.126538677444194,4876852.0,2367516.477701132
2,3,6.453694740238779e-08,2.6362082530303756,3873750.0,2367516.477701132
1,4,1.0393857267984806e-07,2.8124259828927385,3355565.0,2367516.477701132
