,Day,zeta,zeta + Ne R,R,Ne
3,0,6.405034685780961e-08,6.537301612000723,12622394.0,3821000.1100145555
2,1,5.145848636745255e-08,4.766280712581291,10194260.0,3821000.1100145555
1,2,2.0819637481809894e-08,4.142604986722772,12007894.0,3821000.1100145555
0,3,2.081681967280192e-08,4.1520869637131534,12035772.0,3821000.1100145555
4,4,1.0269822414601632e-07,3.0608019331125575,4551348.0,3821000.1100145555
