,Day,zeta,zeta + Ne R,R,Ne
1,0,6.137550260704519e-08,2.1881738368920747,4249820.0,3712169.805636718
3,1,7.022503181413214e-08,2.285973662532861,4154168.0,3712169.805636718
2,2,8.367508801552919e-08,2.077198594575603,3438589.0,3712169.805636718
0,3,8.247618582610446e-08,1.8165515476682461,3031178.0,3712169.805636718
4,4,7.716384209130922e-08,1.9291921262702174,3337474.0,3712169.805636718
