,Day,zeta,zeta + Ne R,R,Ne
0,0,5.142943143836061e-08,4.07822059155241,8491266.0,3642105.73814514
4,1,4.403383051909666e-08,2.9855043469612133,6624124.0,3642105.73814514
2,2,3.580785944148045e-08,2.9707329960140365,7110455.0,3642105.73814514
3,3,5.085820123649892e-08,2.5517153095643175,5338325.0,3642105.73814514
1,4,4.8322349892298735e-08,2.520206059044925,5386715.0,3642105.73814514
