,Day,zeta,zeta + Ne R,R,Ne
1,0,1.2883762678695833e-07,10.329113870925104,12114287.0,2964820.749832916
0,1,3.7017661149567485e-08,6.154214411792621,12679712.0,2964820.749832916
3,2,2.1540742073394675e-08,4.914541545438813,11605914.0,2964820.749832916
4,3,2.169349863200801e-08,4.886976978506865,11524190.0,2964820.749832916
2,4,4.5218146563343324e-08,3.192432022745931,6161080.0,2964820.749832916
