,Day,zeta,zeta + Ne R,R,Ne
2,0,1.8869501021708e-08,5.461309727110644,13248893.0,2969731.7179053184
0,1,2.0538985706016128e-08,5.098677980442431,12171974.0,2969731.7179053184
4,2,4.164051319581898e-08,7.590581582273391,15081840.0,2969731.7179053184
3,3,5.2039290589778764e-08,6.264584000690153,11497014.0,2969731.7179053184
1,4,1.7104743090970392e-07,9.829508114250071,9628084.0,2969731.7179053184
