,Day,zeta,zeta + Ne R,R,Ne
2,0,4.859925200408956e-08,4.16528679521094,8926203.0,3673244.416107029
4,1,3.1049635666345966e-08,3.443138431469442,8685200.0,3673244.416107029
3,2,3.167404558063511e-08,4.398290740633105,11025079.0,3673244.416107029
1,3,3.952495047376075e-08,3.460679226143327,8041757.0,3673244.416107029
0,4,3.0218760623383867e-07,8.460016718693803,5712409.0,3673244.416107029
