,Day,zeta,zeta + Ne R,R,Ne
0,0,5.900847995357816e-08,4.388643187525493,9435355.0,4365028.259297014
4,1,3.074426236820018e-08,3.1251339184830167,8876440.0,4365028.259297014
1,2,3.2659738953971127e-08,2.91201842111627,8094954.0,4365028.259297014
3,3,3.021825540054821e-08,2.895703547448852,8274228.0,4365028.259297014
2,4,9.406966441508502e-08,2.7246812114718164,4500836.0,4365028.259297014
