,super bc,0,1,2,3,4
0,0,89313,145834,188449,173285,145452
1,1,88293,143452,195255,181916,160268
2,2,73186,122443,174303,170861,156320
3,3,48741,79027,107473,104736,92203
4,4,40470,75251,104129,102151,87851
5,5,29683,56099,76055,70885,58668
6,6,56708,88438,110558,98854,80513
7,7,35896,56707,73148,63814,53831
8,8,38476,62311,90285,84131,68905
9,9,31643,55608,76056,72774,64836
10,10,22142,48203,71438,69282,60706
11,11,29724,53474,76510,73070,65644
12,12,23101,48905,67232,66428,55747
13,13,25044,57265,79631,77760,64085
14,14,25472,55861,79890,77377,66825
15,15,20820,41992,59764,58879,50595
16,16,17702,50398,71745,67228,52976
17,17,9571,20006,27088,26347,21678
18,18,16030,39626,61151,57737,51290
19,19,35286,48024,59627,37896,33288
20,20,16767,34781,48145,47013,39764
21,21,27533,39949,47427,29306,22562
22,22,35785,54967,48997,30128,17906
23,23,17064,33012,44909,43989,36928
24,24,142,392,392,510,296
25,25,8603,23779,34038,34126,25996
26,26,18251,32784,46356,44645,40041
27,27,16997,33071,44159,42595,33474
28,28,17482,31127,42854,40137,34241
29,29,11852,27560,38038,37721,31695
30,30,17004,36945,51116,47937,40050
31,31,16568,28363,37766,34765,29724
32,32,15474,32247,44333,43417,36768
33,33,11329,22826,30652,30265,25115
34,34,20807,34578,47122,45414,39549
35,35,13209,26218,36682,35654,30645
36,36,15504,29513,40287,38966,33566
37,37,30873,40562,36829,21478,13004
38,38,17006,32501,44914,43514,37369
39,39,19677,37004,50465,49461,43268
40,40,10964,20375,28033,27893,23998
41,41,13782,36769,50012,50614,41385
42,42,13918,31282,44407,45149,37233
43,43,8810,20865,29509,26798,22501
44,44,28881,32783,33709,21551,16108
45,45,11858,24433,33361,33869,29053
46,46,18190,29536,40892,35108,31288
47,47,14692,25628,27866,23184,16835
48,48,13581,28669,41027,38184,32724
49,49,11306,20798,29058,29415,24666
50,50,13774,28841,39462,37337,31210
51,51,10609,27204,39409,37964,32083
52,52,12705,23656,32664,32555,27941
53,53,12145,22347,31302,30294,26370
54,54,9673,16686,23072,22798,20140
55,55,18841,30079,41471,38527,31450
