Day,R,R new,R old/new
0,6095657,874582,6.969794713360211
1,7922774,1132724,6.99444348314329
2,7635114,1124932,6.787178247218499
3,8493404,1194882,7.108152938951294
4,153045,22153,6.908545118042703
