,super bc,s,s std,pval tot,pval indiv,pval,stderr,corrected pval tot,corrected pval indiv,corrected pval
0,0,0.09935598711974236,0.0006006006006006315,0.0,0.0,0.0,0.0006006006006006315,0.0,0.0,0.0
1,1,0.18682573651473028,0.0012012012012012074,0.0,0.0,0.0,0.0012012012012012074,0.0,0.0,0.0
2,2,0.19714594291885834,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
3,3,0.19500990019800396,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
4,4,0.19652193043860877,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
5,5,0.19576591531830634,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
6,6,0.1909898197963959,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
7,7,0.19515390307806152,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
8,8,0.18968179363587268,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
9,9,0.19614992299845996,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
10,10,0.19080981619632392,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
11,11,0.19304186083721675,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
12,12,0.19659393187863755,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
13,13,0.19611392227844554,0.001801801801801839,0.0,0.0,0.0,0.001801801801801839,0.0,0.0,0.0
14,14,0.19320986419728392,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
15,15,0.17228144562891257,0.0024024024024023594,0.0,0.0,0.0,0.0024024024024023594,0.0,0.0,0.0
16,16,0.18980179603592068,0.002402402402402415,0.0,0.0,0.0,0.002402402402402415,0.0,0.0,0.0
17,17,0.19174583491669833,0.002402402402402415,0.0,0.0,0.0,0.002402402402402415,0.0,0.0,0.0
18,18,0.1901738034760695,0.0018018018018017834,0.0,0.0,0.0,0.0018018018018017834,0.0,0.0,0.0
19,19,0.1892617852357047,0.002402402402402415,0.0,0.0,0.0,0.002402402402402415,0.0,0.0,0.0
20,20,0.1891657833156663,0.002402402402402415,0.0,0.0,0.0,0.002402402402402415,0.0,0.0,0.0
21,21,0.180837616752335,0.0036036036036036223,0.0,0.0,0.0,0.0036036036036036223,0.0,0.0,0.0
22,23,0.1908818176363527,0.002402402402402415,0.0,0.0,0.0,0.002402402402402415,0.0,0.0,0.0
23,24,0.18819376387527748,0.003003003003002991,0.0,0.0,0.0,0.003003003003002991,0.0,0.0,0.0
24,25,0.17177743554871094,0.003603603603603567,0.0,1.2732664813646782e-295,0.0,0.003603603603603567,0.0,3.368983530535853e-293,0.0
25,26,0.19298185963719272,0.003003003003002991,0.0,0.0,0.0,0.003003003003002991,0.0,0.0,0.0
26,27,0.19314986299725995,0.003003003003002991,0.0,0.0,0.0,0.003003003003002991,0.0,0.0,0.0
27,28,0.0509830196603932,0.002402402402402415,5.236222428294529e-258,1.048459587413651e-187,5.236222428294529e-258,0.002402402402402415,1.2315304250102716e-255,2.6109727431268777e-185,1.2315304250102716e-255
28,29,0.19524990499809997,0.0036036036036036223,0.0,0.0,0.0,0.0036036036036036223,0.0,0.0,0.0
29,30,0.18396967939358783,0.02282282282282283,2.7343952222709404e-28,1.899260341782281e-17,2.7343952222709404e-28,0.02282282282282283,4.724923336115929e-26,3.2162074627741145e-15,4.724923336115929e-26
30,31,0.1618292365847317,0.004204204204204198,0.0,6.987110898812904e-228,0.0,0.004204204204204198,0.0,1.7927232721287534e-225,0.0
31,32,0.18875777515550307,0.0036036036036036223,0.0,0.0,0.0,0.0036036036036036223,0.0,0.0,0.0
32,33,-0.11777635552711055,0.016216216216216217,5.352849788604516e-75,1.438725630486001e-90,1.438725630486001e-90,0.016216216216216217,1.0300586172753281e-72,3.2923486252229654e-88,2.832951142633714e-88
33,34,0.1896457929158583,0.0036036036036036223,0.0,0.0,0.0,0.0036036036036036223,0.0,0.0,0.0
34,35,0.19864597291945835,0.004204204204204198,0.0,0.0,0.0,0.004204204204204198,0.0,0.0,0.0
35,36,0.18920178403568066,0.003603603603603567,0.0,0.0,0.0,0.003603603603603567,0.0,0.0,0.0
36,37,0.022530450609012154,0.004204204204204198,9.954891755148649e-28,1.0942517330232679e-17,9.954891755148649e-28,0.004204204204204198,1.6857613698168722e-25,1.890822331328165e-15,1.6857613698168722e-25
37,39,0.002802056041120826,0.005405405405405406,0.3188035753615754,0.3045749916090935,0.3045749916090935,0.005405405405405406,0.9998711423777799,0.7325816641705312,0.723015517755499
38,40,-0.0014820296405927968,0.005405405405405406,0.5979875228931326,0.22715051040398987,0.22715051040398987,0.005405405405405406,0.9998711423777799,0.7325816641705312,0.723015517755499
