,Day,zeta,zeta + Ne R,R,Ne
2,0,4.500367306568803e-08,10.52031489898897,31696841.0,6583732.899935943
4,1,6.7199652179188245e-09,10.337178650694595,57824102.0,6583732.899935943
1,2,1.015656850216658e-08,10.715666598070726,55661235.0,6583732.899935943
3,3,1.6436533962564185e-08,11.97494968335253,55022923.0,6583732.899935943
0,4,1.0900253873810077e-08,12.441320399450957,63641550.0,6583732.899935943
