Day,R,R new,R old/new
0,8491266,1229602,6.905702820912783
1,6624124,975881,6.787839910808797
2,7110455,997621,7.1274111110331475
3,5338325,769369,6.938575637957859
4,5386715,744048,7.239741253252478
