,super bc,0,1,2,3,4
0,0,0.02296831419487766,0.01986813472733589,0.021529080424183927,0.02040578473378649,0.020345142474437708
1,1,0.013832518080726941,0.01507404043148694,0.017760746810532396,0.018511385163631478,0.016661605418391942
2,2,0.0006745983904461696,0.0004327232919078438,0.0005037157337784144,0.00029941277281907706,0.0004442186502278279
3,3,0.006294355182825646,0.006959556057272635,0.00829149093215264,0.010027082604908056,0.009706840787948517
4,4,0.005577221873785079,0.005496923651095856,0.004970952249848146,0.004968107319019653,0.004830115945011539
5,5,0.0036943066875999874,0.004540134623998981,0.004768694634923934,0.0052460729940684665,0.005715326475610819
6,6,0.0019590445627776115,0.0022658000513916575,0.0028013965202691483,0.0031987217529728922,0.0031063037817384187
7,7,0.0030874390592468067,0.003901660171972909,0.0048886779658111786,0.005334401173043369,0.005129129951702426
8,8,0.001887791801055787,0.0027178990130864197,0.0035639334392471903,0.004219434287644525,0.004656587432735293
9,9,0.0024003782085755274,0.0024238040252492657,0.002101208082162871,0.0021404767972032983,0.002084493327219202
10,10,0.002988552146591043,0.0036502377902140875,0.003917241497520523,0.003930462865055708,0.0037498651030935044
11,11,0.00151689814783458,0.0021313236765610217,0.002725549914672569,0.0031411532273790265,0.003261547264828531
12,12,0.0017769842742716572,0.0025728121524200903,0.003382030139384207,0.004032618778119332,0.004579862016150342
13,13,0.0026504401822228423,0.002834614357279047,0.0024084511116134223,0.0023208017376664374,0.0021515384342350244
14,14,0.003219649506852321,0.00404651636990368,0.004468736307705823,0.00440371000927587,0.004480549210570755
15,15,0.0024106732844136614,0.00321013329076837,0.003840109356235866,0.004026692606367023,0.00402915996066209
16,16,0.0017997418103349015,0.002682607614545961,0.0036134265632381786,0.004464947117383071,0.004887839272442274
17,17,0.0020037468657589843,0.0016900658634375113,0.0013821651206314552,0.0014284895909615156,0.0012014339765241736
18,18,0.002915402923530615,0.0031706899629878574,0.003448877995164243,0.003785977153761299,0.004002628741842994
19,19,0.000910572365578143,0.0007634936546988075,0.0008150296262412114,0.0006552652766125325,0.0007722735856261027
20,20,0.001912174875409263,0.0023333842329103134,0.0026829129810179942,0.003155263160122621,0.003099491712041624
21,21,0.0013846877002290654,0.001947254813585297,0.0027000534568590293,0.0033601393835596145,0.003775679261944516
22,22,0.001796219810706066,0.0026221739778296204,0.003609998468069972,0.0041319527046342385,0.004285150369267957
23,23,0.0015992587545396544,0.0020293707474441417,0.0025091514071795026,0.002787276114169674,0.002720884048893451
24,24,0.002646647259545635,0.0028920493784331267,0.003006010950621503,0.003449878555808876,0.0035024794141046414
25,25,0.00028690750822590107,0.00023296936291413765,0.00018211755581099625,0.00014166372474568964,0.0001591873129145727
26,26,0.002293092681420233,0.002639935008467629,0.002558430275222478,0.002637146429777828,0.002942814109015344
27,27,0.0031370179770988747,0.003321774054778709,0.0033434640687418785,0.0030646773919087438,0.002799402115398612
28,28,0.002529337579600578,0.002874288347795118,0.003023365682410551,0.003155263160122621,0.003295966143296547
29,29,0.0014429361556290358,0.0020748113063491763,0.0026119942622257124,0.003011341846137956,0.0030259930653130486
30,30,0.0017133173579042477,0.002323696398016854,0.0029601601777467343,0.0031414354260338984,0.003401015428620803
31,31,0.001944143795117154,0.0023677529805085375,0.0027332631288010346,0.0027968708684353184,0.0027194499289572836
32,32,0.0022454102249067688,0.002267645353276126,0.0019570138291501644,0.0020721847227243005,0.0019690466723577328
33,33,0.0016881215144056558,0.002058895577595636,0.002463300634304734,0.0025098748364306045,0.0023057063273730113
34,34,0.0007025034644284811,0.0007314315344561688,0.0007582518000177833,0.0007983399946325816,0.00082461896329621
35,35,0.0012852589414765578,0.0018245422382681474,0.0020585711485082967,0.002253074060497183,0.002393904703447302
36,36,0.0018449859594130182,0.0024316465582582564,0.0030002260400251537,0.0032602410597349645,0.0034296978273441496
37,37,0.002222652688843524,0.002307319343792197,0.0020534290057559862,0.0021091527465125185,0.0019647443125492305
38,38,0.0011684911076282449,0.0017297398539535824,0.0024275198909865735,0.0028307347070199453,0.0031486103198553545
39,39,0.0009894109726543822,0.0012271257531714973,0.0013172455683835352,0.0015148423793523145,0.0015484910010766656
40,40,0.0014087998515341694,0.0019670918088433324,0.0024279484028825993,0.002613723941423461,0.0027574541072657175
41,41,0.0016607582865200883,0.0020046898347393766,0.002558216019274465,0.0032035191301057146,0.003580997480609802
42,42,0.0011175575745343172,0.0010483621331136195,0.0009358699809205078,0.0008745336314479923,0.0008644157915248531
43,43,0.0015017264571257503,0.0018252342264748229,0.002375241439671417,0.002573933931086524,0.0025484311265693304
44,44,0.0015415521452364278,0.0018533750802129662,0.001998365227116661,0.0020992757935920023,0.0018378246981984227
45,45,0.001925179181731117,0.0022000611717574703,0.0022072647764292746,0.0023461996166049075,0.0025627723259310036
46,46,0.0014925150734811038,0.0019537133701809364,0.0022499017100838493,0.0026168281266270516,0.0027943826956220263
47,47,0.0006499443930443217,0.0009240349186475598,0.0012002618207684718,0.0014835183286615347,0.0017091124339274056
48,48,0.001369245086471864,0.0017177453917045376,0.0021607712357104673,0.002262104417453084,0.0023562590551229096
49,49,0.0017374295092093517,0.001633553493225666,0.0013840934241635715,0.001381080216943038,0.0012426649246889841
50,50,0.00047763733427975784,0.0004004305089296465,0.00033016841588793557,0.0003030813553324117,0.0002531221687335323
51,51,0.0009704463592683452,0.0012012915267889395,0.0016360584190267852,0.0019285456073945078,0.0018191811390282475
52,52,0.001718464895823315,0.0020745806436136176,0.001989152221352105,0.002186192979292545,0.002392470583511134
53,53,0.0024407457427829487,0.002267645353276126,0.0018520284146238254,0.0016706160368415988,0.0014832385439810525
54,54,0.0023014912959197636,0.002287251685798603,0.0018273889806023377,0.0017761583337636863,0.001608724038395693
55,55,0.0014052778519053342,0.0019424108961385673,0.002423234772026315,0.002780221147797877,0.002813384784776243
56,56,0.0015702699883638552,0.001728355877540231,0.0015681392835066844,0.001719718602789308,0.0016642961859221767
57,57,0.00039636041976817113,0.00031093336753292824,0.00028517466680521886,0.0002624447490308593,0.0002111741606006381
58,58,0.001302327093523991,0.0015592800923758124,0.0019743685609392124,0.002079804086405842,0.002142216654649937
59,59,0.0018777676482660249,0.001772643122767473,0.0014667962200965651,0.001370356668057906,0.0012096801661571359
60,60,0.0009883272804608943,0.0013496076657530884,0.0018108912726053415,0.002211308659576143,0.002240453870277398
61,61,0.0009146362113037224,0.00124742407390065,0.001545428153017313,0.0017527358454093192,0.0017987449299378632
62,62,0.0016149722913452278,0.0014328769132897258,0.0011734798272668547,0.0010322826795213797,0.0009113832194343329
63,63,0.0007854059172302995,0.0010248345340866472,0.0012848929202335818,0.0013892639779343227,0.0015025991631193113
64,64,0.0016783682846642654,0.0015179914627108315,0.0012478266412273438,0.0011584254782491155,0.0009676724269289003
65,65,0.00011378768031622138,8.71905140411327e-05,9.598666470979567e-05,8.014441798361724e-05,9.178367591470859e-05
66,66,0.0014933278426262197,0.001872058761793209,0.002345459862897619,0.002915394303481513,0.0032310722161849755
67,67,0.001118641266727805,0.0014444100500676533,0.001809605736917264,0.0020560993993966026,0.0020221091099959236
68,68,0.001178786183466379,0.0014741655429547065,0.0020487153748997016,0.00233914465023311,0.002302479557516635
69,69,0.0015255676853824823,0.0012635704653897485,0.0010286428064101094,0.0011335919966203888,0.0009278755987002571
70,70,0.0009056957507074478,0.0012575732342652263,0.0014329437803105212,0.0016994002996385317,0.0016718253155870552
71,71,0.0010037698942180957,0.001247885399371767,0.0015745669619470725,0.0020129230052012034,0.0021275169253042216
72,72,0.0011034695760189755,0.00138282309967352,0.0016973356201584852,0.0019796235639263204,0.001934627793889717
73,73,0.0016358333660698684,0.0015452096655067407,0.0014565119345919442,0.0014815429380774315,0.0014025692975716405
74,74,0.0017620835066111996,0.0017435796180870955,0.0015612830931702702,0.001550117211211301,0.0015524348309011256
75,75,0.0011395023414524454,0.0014347222151741943,0.0018078916893331605,0.0020575103926709624,0.0020407526691660987
76,76,0.0016705115162614786,0.001500230432072823,0.0013408137226649584,0.0012473180545337613,0.0011196891401626364
77,77,0.0015816487563954772,0.0011916036918954802,0.0008861626009815065,0.0007701201291453924,0.000625634822152994
78,78,0.0016147013682968558,0.001479701448608112,0.0012120458979091833,0.0010461104136101024,0.000964087127088482
79,79,0.0013654521637946565,0.0014658616844745987,0.0013018191401266037,0.0012876724621804418,0.0012946517723750495
80,80,0.0010338423525873828,0.0012873287271522795,0.0016004919316566378,0.0017990164248083095,0.0017471166122358397
81,81,0.0006610522380275718,0.0006077963081967848,0.0005431388282127948,0.0005282758819201812,0.0004858081283766802
82,82,0.0013001597091370153,0.0014414114345053923,0.0014646536606164357,0.0015320564972995,0.0016789959152678918
83,83,0.00021592566955244867,0.00018568350212463445,0.00017440434168253054,0.00013827734088722694,0.0001441290535848158
84,84,0.0012481424838495998,0.0013161615690970984,0.0011541967919456904,0.0011821301652583543,0.0012233043055507253
85,85,0.00108748511616503,0.0010624325599826912,0.000928585278688068,0.0009250471906700609,0.0008687181513333551
86,86,0.001571082757508971,0.0015989540828918833,0.0013710238113347824,0.0014256676044127968,0.0013305047707792327
87,87,0.0010300494299101755,0.0012167459300713624,0.0011942626542241095,0.0014053493012620205,0.0015477739411085818
88,88,0.0015515762980261901,0.0014155772081228344,0.0012002618207684718,0.0011369783804788516,0.000983089216242699
89,89,0.0010178578927334374,0.0013203134983371524,0.0016722676742409715,0.0018235677077821642,0.0018492976576877612
90,90,0.0008658700625967704,0.0008038596334215541,0.0006854047776933848,0.0006947730882945973,0.0006349566017380817
91,91,0.0015426358374299157,0.0016204057172988287,0.0017189754709077917,0.0018737990683493609,0.0020242602899001746
92,92,0.0015987169084429103,0.0015477469555978847,0.0013131747053712894,0.0013980121362353515,0.0013520165698217425
93,93,0.0007073800792991762,0.0006719205486820624,0.00047800502001686196,0.0004405121002550229,0.00040944124177577033
94,94,0.001209942334029154,0.0013994308166337358,0.0013581684544540062,0.0014454215102538293,0.001600119318778689
95,95,0.00097803220462276,0.0012693370337787124,0.001643771633155251,0.001854891758472944,0.0018779800564111078
96,96,0.000873726830999557,0.0007897892065524824,0.0006221992730295684,0.000580764831726353,0.0005309829063659509
97,97,0.0011264980351305917,0.0013053204205258464,0.0014175173520535897,0.0013175855195968623,0.0012670449636038286
98,98,0.000727428384878701,0.0010437488784024484,0.0013714523232308082,0.001529234510750781,0.0016642961859221767
99,99,0.0010048535864115836,0.001046978156700268,0.0009605094149419956,0.0009030356955900534,0.0009250073588279225
100,100,0.0006510280852378094,0.0009860831945128104,0.001192977118536032,0.0012631211792065871,0.001319390341273936
101,101,0.0008639736012581666,0.0010716590694050331,0.0012553255994077965,0.0012961384218265985,0.001359187169502579
102,102,0.0008490728335977091,0.000988389821868396,0.0009495823615933358,0.0010489324001588215,0.0011049894108169213
103,103,0.000916803595690698,0.0012836381233833425,0.0016071338660450388,0.0017865996839939464,0.0019016430353578685
104,104,0.0014209913887109076,0.0012582652224719017,0.0011019183406305339,0.0010164795548485539,0.0008475648822748871
105,105,0.0009476888232051009,0.0014061200359649338,0.001859955884700304,0.0021980453227971645,0.0023860170437983814
106,106,0.0011533194169194153,0.0011510070504371752,0.0010802784898812272,0.0010664287167608786,0.0010225275144873003
107,107,0.0007247191543949815,0.0010211439303177102,0.0013729521148668987,0.0016615856798856982,0.0018428441179750084
108,108,0.0006385656250126995,0.0009032752724472901,0.001206046731364821,0.0014341335640589536,0.0015395277514756197
109,109,0.001302598016572363,0.0013180068709815669,0.001120987120003685,0.001063042332902416,0.0011175379602583854
110,110,0.0008796871380637401,0.0011311700551791396,0.0014275873816101978,0.0016122009152831171,0.0015821928195765976
111,111,0.0010915489618906094,0.0011323233688569324,0.0009495823615933358,0.000997854443627009,0.0009167611691949603
112,112,0.0006978977726061578,0.000949638482294559,0.0010954906621901458,0.0012543730209055586,0.0014294590463747778
113,113,0.001264939712848661,0.001493541212741625,0.0018031780584768758,0.0018275184889503706,0.0017202268634327023
114,114,0.001326981090925839,0.001181454531530904,0.0009332989095443525,0.0008499823484741378,0.0007227964478283301
115,115,0.0009338717477381313,0.001079962927885141,0.0010860634004775764,0.0008917477493951778,0.0008274872031685446
116,116,0.0014995590727387746,0.001442103422712068,0.0012296148856462442,0.0012642499738260747,0.0010712875923169893
117,117,0.0008084343763419158,0.0008200060249106528,0.0007376832290085413,0.0007814080753402681,0.0007805197752590648
118,118,0.001240827561543557,0.001212824663566867,0.0010762076268689815,0.0010105533830962442,0.0009827306862586571
119,119,0.0007631902272637991,0.0008243886168862653,0.0009879341762876516,0.0009422613086172464,0.0009730503766895277
120,120,0.0010167742005399497,0.0009152697346963348,0.0008840200415013771,0.0009368995341746804,0.0009214220589875042
121,121,0.0008138528373093549,0.0007768720933612035,0.0006824051944212036,0.0007277903309146086,0.0006392589615465836
122,122,0.001852571804767433,0.001962247891396603,0.002001579066336855,0.0021638992855576656,0.0023053477973889696
123,123,0.000745851152167994,0.0006656926548219814,0.0005482809709651052,0.0004958230366099137,0.0004338212806906148
124,124,0.000506897023503929,0.0007960171004125633,0.0010661375973123734,0.0013226650953845564,0.0013638480592951228
125,125,0.0008650572934516545,0.0008573733880711382,0.0007040450451705103,0.0007300479201535838,0.0007034358286900713
