Day,R,R new,R old/new
0,11786479,1277133,9.228857918478342
1,10703571,1187311,9.014968277056306
2,10581306,1142466,9.261812605364186
3,9973192,1103873,9.034727726830894
4,9669249,1030923,9.379215518520782
