0,1,2,3,4
3.1554981091266585,1.0366433105555068,1.0548193515561697,1.0536350143530684,3.0448133606710295
5.322483030669948,1.5091567052915356,1.094993923494084,1.024211464191088,4.188137924397943
4.786499330913394,1.76296576953554,1.0367557032679096,1.037187933285582,3.945105853045537
4.627020954221074,1.1157176663093786,1.0079084220357073,1.0105793990544223,2.9935739216482586
2.256051471136196,1.3615339368673829,1.0154998813404537,1.0463880727213797,2.5059048770565817
4.460329794410248,1.160185002865688,1.0576536906353637,1.0290457153834724,3.63739139187883
2.7698758058754516,1.0470447019653681,1.0690259517957088,1.5047421351101655,3.6793763020915264
3.235965927431441,1.8426080706483154,1.012075087794289,1.2131463235437732,2.5320165396342906
4.128589945618286,1.0329991790115656,1.1369222363886005,1.0887902350732512,3.1745314534938007
4.431710114540111,1.2371166942708995,1.034184986985644,1.0248902760528398,3.718792910505633
4.785495325703757,1.07547774705747,1.100045512878657,1.0177079452712103,2.3148595011965996
3.503157765106079,1.0668250147764713,1.1087178599341703,1.1846151305797892,2.8232497583314644
3.3924001038157607,1.0244618125184062,1.0294663919516451,1.0362145152679745,2.9505914685521564
4.099316822661871,1.0128131546514032,1.0267385771186155,1.0423248385596384,3.03582557818283
4.239808468514912,1.0401045069252295,1.3543050022792642,1.0923838824486798,3.1156144734089732
3.399354184326064,1.1818091760758929,1.0471005142593426,1.0485723843571768,2.9446580200238994
3.6397438499361114,1.233870851816365,1.0090241380263345,1.0154153741070757,3.268738411494321
3.2905259183725675,1.0613058027990578,1.0264183762670986,1.0948125914209208,1.7938801901213028
3.351756206507747,1.1960101236711125,1.0670818710574599,1.3135808480129176,2.8249852043995896
4.609829697402649,1.6720693313068582,1.0019227353655296,1.1027700104003202,4.455269326488201
2.3168613143072987,1.085644194316451,1.0271205820172755,1.0491857416143189,2.5683837563500855
2.9685581897096687,1.3655936512140396,1.0054606050090196,1.1185049969679173,3.175711187885792
3.482919503737831,1.0340939959290034,1.0079476346270426,1.1782938034437382,3.9718291432650448
3.973349411566474,1.0706993446361657,1.098699026383358,1.010206110892019,2.928937560415804
3.704908797590914,1.2110360750543396,1.034296365280408,1.200349587348965,4.139513669168336
3.270269964671033,1.0968704068385762,1.103065298941552,1.182468609297246,2.2418123266176906
2.2338506661908246,1.0248694372131417,1.0403123225212803,1.0010196444636152,2.952936762333468
4.086606427128172,1.0241387106419135,1.058826873333211,1.0567222775795178,2.14503091688293
2.6004381241890977,1.0360245809784,1.0265460337516297,1.0768564354602064,2.3958748404928443
3.8559895411055747,1.1097236316527268,1.0422490094042112,1.0554176732109635,3.074592893476864
4.642264065733715,1.0164929695356997,1.2730522305683207,1.0055187711510953,3.066217438469453
4.2032779975503765,1.0549887323399973,1.090007799710947,1.047785579973061,3.8707459833873097
3.6095003973846076,1.162026738753854,1.022870800402284,1.0248865891298216,3.191563493973021
4.050804669162696,1.4048017927271719,1.0222262808159412,1.1643374814360086,3.695429329799492
3.5890979665683456,1.3282496569952553,1.0194210759712572,1.2707234605625337,2.4959746663261932
