0,1,2,3,harmonic mean,ar mean
10527971.840073116,3688269.889056194,3788114.0410144175,4250982.522264705,4622469.995621316,5563834.573102108
9723978.118785823,3512391.838629665,3356546.218679685,4102522.9185307133,4304673.694857818,5173859.773656472
10419447.381159933,3251746.2848059135,3597354.1239558537,4033187.419547688,4303729.759946023,5325433.802367347
10581481.38333285,3495113.9896723167,3260110.1616269755,4018042.16425346,4272436.362833843,5338686.9247214
10328550.25422496,2978480.9435660676,2949371.30318252,3938459.8287955765,3900451.533310027,5048715.582442281
10365264.59031933,3247426.8772901986,3271790.151288597,4290056.804372,4241096.129708949,5293634.60581753
10681210.03783161,3528586.544914326,3872801.3360730684,3876227.617007258,4478201.337813543,5489706.3839565655
10889825.673427446,3289625.1038698517,3514145.3905229676,4548899.1162907565,4443395.513549938,5560623.821027755
10806288.63635176,3189673.677717711,3412729.298136833,4301637.2813281445,4293961.922500361,5427582.223383613
11138619.64492326,3349361.931487814,3424873.790105843,3852565.584526285,4255813.044971018,5441355.237760801
9088841.780232728,3268177.484485925,3216724.869122484,4231403.571215254,4152783.5611693203,4951286.926264097
11178184.66566137,3116014.472391145,3549952.5244018026,4054851.9676173627,4261236.051085597,5474750.90751792
9267264.522542937,3364777.743898546,3609514.0731618786,4172011.8396423873,4339141.804993852,5103392.044811437
10144333.758424018,3187968.7099906406,3525967.8741722153,3808819.414310002,4173556.597718893,5166772.439224219
10837048.024113402,3315142.4771613753,3156926.937075877,4576334.979533633,4304771.681009438,5471363.104471073
10110600.479896836,3329942.950764127,3503871.7489391346,4472091.222021227,4404223.377499732,5354126.600405331
10613671.81436391,3418021.935106509,3551581.890878238,3864642.5851606783,4314502.221727049,5361979.5563773345
10144315.70673054,3239574.1447129296,3543127.8098327476,4541589.990752841,4397133.1141928695,5367151.913007265
10801084.840418816,3720036.921087256,3796795.2424988756,4428082.095252772,4702511.747268123,5686499.77481443
10594158.498121833,3416800.4866225296,3265470.1841096417,4015128.202616469,4244681.40065771,5322889.342867618
10326596.178995244,3278930.0932967537,3364325.514036727,3861450.8021475803,4175272.5972220646,5207825.647119077
10033302.574026318,3285931.462059776,4119744.494458789,4008394.4387641284,4463260.873945584,5361843.242327253
10028925.562025266,3095043.8493997757,3188269.5499161095,4064493.324336478,4071281.332544586,5094183.071419407
9541836.575379344,3256033.4756977977,3680434.723282238,4286919.488765704,4362532.823992552,5191306.065781271
9963252.346861059,3360371.603165591,3511339.5916080307,3960977.193318525,4277116.448841376,5198985.183738301
10583873.996361488,2830891.374471682,3284827.3167216787,4332402.333491599,4069267.8212673427,5257998.755261611
10388842.64396422,3507602.042283095,3396566.596376454,4512149.881208847,4457366.016731034,5451290.290958154
11547828.29996977,3389965.029887902,3913545.9340897053,4160012.8466138835,4558449.853060395,5752838.027640315
10615255.42640402,3392384.458799677,3634288.483670418,3633745.6805059854,4258322.15672116,5318918.512345025
10152971.692126814,3401663.76597432,3195608.365333884,3944139.155766795,4171284.043656722,5173595.744800454
9637350.644230729,3076194.7243731027,3588906.8451495026,3843119.9547998174,4133591.317376237,5036393.042138288
10053338.240470642,3550564.0204123836,3183507.2094294555,4569732.622680773,4376056.441208489,5339285.523248313
9351963.096437685,3100852.254602159,3345655.519533712,3998040.818693117,4088144.4704716895,4949127.922316669
9995320.541775795,2856528.474107145,4047680.073440964,4296936.943682932,4301532.660176114,5299116.508251709
10135045.327031977,3195122.990460826,3294072.768876802,4828985.816719265,4336969.884490696,5363306.725772218
10851196.447833402,3131663.66388692,3442713.9009888144,3948497.7946589147,4187586.193101793,5343517.951842013
9915611.756269226,3485718.885647583,3505427.4004656165,4399889.7409518035,4443031.200462616,5326661.945833556
10416029.111575814,3178204.815005478,3398564.0999471233,4403192.237647978,4291851.11562792,5348997.566044098
10429647.461229762,3258650.5871550348,4363402.695799639,4013472.432176383,4539801.730501996,5516293.294090204
10831806.65491533,3295628.6897033937,3169386.9981472665,4325261.0052686175,4244161.108567821,5405520.837008652
9040748.401765915,3484717.9517406034,2930009.7861335496,4393171.912800957,4138647.4333064156,4962162.013110257
9322347.69995013,3484993.8000494144,3731989.3672463577,4476805.384228688,4517013.548133962,5254034.062868647
9715727.329174124,3688663.148831822,4234134.885848894,4299812.941882138,4746248.694140385,5484584.576434244
10154576.574061677,3280374.292824806,3205617.8672222486,3910933.803371997,4119605.418895339,5137875.634370182
10753854.369676324,3053728.0592545355,3589509.005611181,4667241.520211511,4379686.148699916,5516083.238688388
11339951.581634823,3234302.0891547375,3553496.8318431163,3893380.527096422,4275200.39495741,5505282.7574322745
9982314.566397099,3331697.7327029626,2914947.0900132246,3914073.4712944245,4004516.494369153,5035758.2151019275
9312948.998816343,3273154.510234667,3571090.7024738514,4073689.4182321043,4262587.045569489,5057720.907439241
9735147.691395568,3389542.55262026,3409073.3733487874,3950606.99194735,4236363.040710659,5121092.652327991
10426537.5638754,3275827.676761485,3601279.545416173,4037903.194006679,4317286.686957742,5335386.995014934
10361404.291334448,3463224.1845980254,3347259.8952461323,4514956.039444095,4417457.656160968,5421711.102655675
9543816.022785936,3447329.5503643095,3647563.5466924477,4856913.025503627,4571913.454046391,5373905.53633658
9619206.384096596,3193923.5243372214,3281526.0830840766,4494190.633533999,4235946.656674879,5147211.656262973
11118862.68506831,3006432.3472155076,3609953.299805555,4246998.023345381,4277938.788796723,5495561.588858688
9456064.43846755,3201854.8678213065,4011456.4666722785,4841187.855813624,4577087.961316613,5377640.90719369
9469167.601735316,3477368.1838965868,3794045.4578985283,4211118.51036399,4473186.076286059,5237924.938473605
