,Day 1,Day 2,kappa,kappa std,R1,R2,xbar,xbar std,ntransfers
0,0,1,1.6008315313513547e-07,3.1405757088833964e-09,7102883.0,7384710.0,0.005061119913824432,0.00017101199248273222,1
1,1,2,1.658395314679202e-07,3.1109525956846466e-09,7384710.0,7658007.0,-0.0030590654570984113,0.0001657255172234854,1
2,2,3,2.7244517683237457e-07,4.941727468091471e-09,7658007.0,4694274.0,0.005805871360937312,0.00025233873752784035,1
3,3,4,2.41989478730309e-07,4.1135176899092714e-09,4694274.0,3625926.0,-0.0011642612867988416,0.00019565277340077513,1
