Day,R,R new,R old/new
0,7217350,1161678,6.212866215939357
1,5126447,843417,6.078187895193007
2,2466969,440105,5.605410072596312
3,2362995,420053,5.625468690855678
4,6039160,1006636,5.999348324518495
