,super bc,0,1,2,3,4
0,0,11583,42633,118549,29450,73127
1,1,8608,33132,94067,21923,56579
2,2,3049,5147,9338,1446,1931
3,3,8966,31896,79325,22005,52196
4,4,8077,27040,79054,18850,42737
5,5,8724,36125,87881,18957,48043
6,6,6469,28145,76712,15108,41316
7,7,6372,26123,71150,16831,42984
8,8,5192,18267,62430,12934,29226
9,9,3812,15621,45628,8934,20928
10,10,4645,16695,49692,11864,28440
11,11,2771,15286,54831,8516,27051
12,12,7368,22956,60825,13189,32361
13,13,4361,17587,62619,11605,30782
14,14,3243,12809,65519,7084,18967
15,15,5573,16386,46613,10227,21796
16,16,3460,14463,42190,8909,22913
17,17,3517,18745,63139,9557,28168
18,18,4012,15465,48801,10067,25680
19,19,56,402,189,223,77
20,20,4366,16745,45979,9241,22579
21,21,7044,17558,52205,9384,19339
22,22,3587,15745,41467,9320,24260
23,23,2183,7370,29333,5202,11844
24,24,2534,9522,29122,6620,15079
25,25,3491,10173,36965,6514,15337
26,26,3285,11935,32285,7761,18355
27,27,2673,11549,36123,7229,18576
28,28,2639,11639,33787,6293,18159
29,29,971,3779,15066,2285,6055
30,30,2451,11625,34012,6839,18935
31,31,3916,13620,36633,9246,21091
32,32,2578,11921,40406,6925,19152
33,33,4417,13207,37303,8983,19658
34,34,2084,7255,19261,5082,11907
35,35,1717,8734,31371,4934,15180
36,36,1702,9635,39591,5148,18464
37,37,2986,11014,31605,7672,18823
38,38,1605,5319,25655,3671,8853
39,39,3751,11005,44330,7771,16519
40,40,2441,9124,25368,5710,13904
41,41,2772,11201,28565,7222,17895
42,42,2523,7949,22202,5594,12459
43,43,2573,8449,25464,6174,14004
44,44,3008,10968,35535,7117,17141
45,45,2484,8349,23788,5610,12905
46,46,2160,9143,28619,5819,14777
47,47,2968,9187,28691,6905,14584
48,48,2942,10809,31775,6344,16160
49,49,1930,7040,25392,4686,11336
50,50,585,1420,3346,423,578
51,51,1888,8258,27107,5025,13871
52,52,1542,9934,34426,4979,17534
53,53,1127,5989,26816,3359,9775
54,54,2217,8025,24067,5613,13580
55,55,2126,8255,27223,5252,13640
56,56,1511,6140,21613,3878,10364
57,57,1555,6266,21946,4019,9999
58,58,3458,12453,30147,6693,16056
59,59,4473,9915,34801,3495,6434
60,60,2863,10744,28650,6280,14470
61,61,2638,7839,24207,5183,10625
62,62,1694,7129,21135,3930,10092
63,63,5659,9882,21233,2774,3751
