0,1,2,3,av
-0.0007039606683889588,-0.000539846248958531,0.004677696535820286,0.0011308938407091906,0.0011411958647954967
-0.0025682063804404187,0.0016043091915692864,0.0007966461597486152,0.004097557304032828,0.0009825765687275778
-0.0024461686311327835,0.0007484616005845046,0.003827266565931464,0.0034189583621758723,0.0013871294743897644
-0.004535563411580346,0.00041101464143655786,0.005054933375361115,0.0006888533837406952,0.00040480949723950554
-0.0016197304708436278,0.0014212848845662762,0.0016087660518019353,0.004069048075913573,0.0013698421353595391
-0.003001934362334757,-0.0013330107679356828,0.0035097662269467644,0.003648046645918779,0.0007057169356487758
-0.0038742918475793697,0.00046382538042477606,0.0016579706078821976,0.0011830339512275412,-0.00014236547701121371
-0.004985442408721563,4.5612617971535485e-05,0.003968405519641727,0.0015042807928062896,0.00013321413042449715
-0.0026014981709129303,0.0002734939904155409,0.0003381778293297666,0.005215101921412613,0.0008063188925612474
-0.0023300539492003836,-9.435382572031692e-06,0.0020547883919154186,0.002779817459923284,0.0006237791300165718
-0.0016294917102276374,0.002044377680711973,0.0025488689029713463,0.0009742276350721557,0.0009844956271319594
-0.0018933968139656088,-4.6302487313520935e-05,0.005276495145903448,0.0017628578650700222,0.0012749134274235852
-0.003427695617615689,0.0012503784865889322,0.0018066880903324645,0.0033934951645046008,0.0007557165309525771
-0.0054237446407392476,0.0006279106658390043,8.69849349830476e-05,0.004593153882895384,-2.8923789255452803e-05
-0.002938604783331744,0.00024869683074069115,0.003651703897591063,0.0009657193145869991,0.00048187881489675233
-0.0036317587851988353,-0.00018405320256997815,0.003362720086298898,0.0035908887366163933,0.0007844492087866195
-0.0009976985533419747,-0.0011209718956830539,0.003308094273076212,0.0034827897440367073,0.0011680533920219727
-0.003954995947985429,0.0007388192029442742,0.0002524020001971605,0.00785711220299401,0.0012233343645375039
-0.003339462262673787,-0.0005980576182736952,0.005010033535951863,0.001232976293971566,0.0005763724872439868
-0.0034992168842248317,0.0008196807531822836,0.0012120734807131717,0.002261242859069257,0.0001984450521849701
-0.0021084252326538655,0.00011224334024662053,0.0014815251349176162,0.0015156712875552536,0.0002502536325164062
-0.004054538416625064,0.0005867951917768455,0.003066661848577179,0.0023292177715936724,0.0004820340988306582
-0.0035408387382002138,0.0010984839851739814,0.0036562820411522035,0.0036808048646252978,0.0012236830381878172
-0.003331965516096491,0.0005655866685344568,0.005166364119191802,0.003418381987328134,0.0014545918147394754
-0.0003158558616807028,-0.0012365861462676486,0.003667540415193349,0.0008730975448643097,0.0007470489880273268
-0.0026059136549352324,-0.0005604404324073275,0.0030307920651339026,0.002612326022950917,0.0006191910001855649
-0.0028571786392093124,0.0010186181367076719,0.004581811321557994,0.0009769206395559005,0.0009300428646530634
-0.005464986532967231,0.001246674700000061,0.0037282732440802047,0.0040106440340214045,0.0008801513612836098
-0.003189563260252215,-0.0003652413492634121,0.003075781239805897,0.005715511554663766,0.001309122046238509
-0.002080895478381084,-0.0008970340677376676,0.0009407756015644697,0.0028564272330000584,0.00020481832211144413
-0.0019157743255752147,9.17765403990467e-05,0.002970839498000477,0.003563605777868517,0.0011776118726732066
-0.0029546271506369903,0.002120873792818112,0.002188167232122229,0.0030194369163198953,0.0010934626976558115
-0.005523238483625903,0.0019257036971344066,0.0012037944160122604,0.004029028356977271,0.0004088219966245088
