,Day,zeta,zeta + Ne R,R,Ne
1,0,4.547835957737865e-08,2.7734522630168406,5497120.0,3099671.817863753
3,1,4.782132727902586e-08,2.6865633870888055,5227793.0,3099671.817863753
2,2,9.62771717249092e-07,2.4250041430481364,581020.0,3099671.817863753
4,3,1.5069463096718666e-07,2.1160497159859126,2286649.0,3099671.817863753
0,4,1.5485768313227998e-07,6.900956424158872,7325502.0,3099671.817863753
