,Day,zeta,zeta + Ne R,R,Ne
1,0,2.0828742283972206e-07,3.906718271291267,3825029.0,5313303.766302622
3,1,8.752383859918292e-08,2.63258723426159,4890538.0,5313303.766302622
0,2,4.958871861920236e-08,2.3424189015646513,6059625.0,5313303.766302622
4,3,4.9187220975646085e-08,2.300569576730458,5976193.0,5313303.766302622
2,4,2.2187978452177958e-07,4.614747101583439,4289891.0,5313303.766302622
