,Day 1,Day 2,kappa,kappa std,R1,R2,xbar,xbar std,ntransfers
0,0,1,2.0756446091931116e-07,1.1486894993919574e-08,5819670.0,5959772.0,-0.007299985094032821,0.0006456557519024987,1
1,1,2,1.9723216148252296e-07,1.3960466115452002e-08,5959772.0,4161783.0,-0.0058820911588886296,0.00037672939917872964,1
2,2,3,2.011643744974803e-07,1.1786021564962847e-08,4161783.0,5914990.0,-0.0008784191032934419,0.0005532708447917235,1
3,3,4,7.122898035255933e-07,5.1939459996281645e-08,5914990.0,1610964.0,0.0011979458960073408,0.0008261681158114448,1
4,0,2,3.3827676076438205e-07,1.803299776767916e-08,5819670.0,4161783.0,-0.013963062945650669,0.0006781374185481465,2
5,1,3,2.5770254255365916e-07,1.5522948508053772e-08,5959772.0,5914990.0,-0.006659321846162864,0.0005482123993352315,2
6,2,4,7.733271265144508e-07,5.7641121700595815e-08,4161783.0,1610964.0,-0.0008643283379402554,0.0009225066741476582,2
7,0,3,3.982148138294441e-07,2.4401082924451683e-08,5819670.0,5914990.0,-0.014838745012878046,0.0007553242978880229,3
8,1,4,8.45648576428312e-07,4.690460228968283e-08,5959772.0,1610964.0,-0.006666144373799146,0.001078641638336563,3
