,Day,zeta,zeta + Ne R,R,Ne
1,0,5.197325771341345e-08,4.248380372231403,7094626.0,2558044.281963901
4,1,4.810951810291094e-08,4.022515317128545,6895405.0,2558044.281963901
0,2,3.938472861873972e-08,3.4814417970617346,6347638.0,2558044.281963901
2,3,6.541992555154287e-07,1.9722075585412753,655715.0,2558044.281963901
3,4,3.8818244670055237e-07,1.6160875769849257,831469.0,2558044.281963901
