,Day,zeta,zeta + Ne R,R,Ne
0,0,9.948074138421576e-08,5.157415149349276,7217350.0,3157933.884869261
1,1,4.87667189380872e-08,2.623354758806877,5126447.0,3157933.884869261
4,2,3.821156010105925e-07,4.551866534034182,2466969.0,3157933.884869261
2,3,1.0579793863296356e-07,1.7482724737594768,2362995.0,3157933.884869261
3,4,4.139648560395812e-08,2.912376959168041,6039160.0,3157933.884869261
