,Day,zeta,zeta + Ne R,R,Ne
2,0,6.204809233205677e-06,21.95805888813256,672172.0,127419.62448394271
1,1,2.4453430382138767e-07,20.54025997566327,2327186.0,127419.62448394271
4,2,4.7288951957120116e-07,69.13778896696121,7098596.0,127419.62448394271
0,3,1.909236427620084e-07,11.276470404800262,1309424.0,127419.62448394271
3,4,7.82370256410899e-08,26.077910980680088,3195418.0,127419.62448394271
