,Day,zeta,zeta + Ne R,R,Ne
4,0,1.6318450477343657e-07,3.9134251741682626,4677673.0,5438331.526929973
3,1,6.723343153574306e-08,2.621274839690529,5788860.0,5438331.526929973
2,2,4.659217732541912e-08,2.8351722621278515,7657482.0,5438331.526929973
1,3,4.492427724163703e-08,2.549951899293253,7013512.0,5438331.526929973
0,4,4.427344463840792e-08,2.2623835631410003,6267447.0,5438331.526929973
