,Day,zeta,zeta + Ne R,R,Ne
2,0,8.522234855340061e-08,3.990669583014791,5819670.0,2899966.7001381493
0,1,4.194791344366867e-08,3.055117391422491,5959772.0,2899966.7001381493
4,2,7.091921603295638e-08,2.615715615844076,4161783.0,2899966.7001381493
1,3,4.5930815724375734e-08,3.1263964079442226,5914990.0,2899966.7001381493
3,4,5.525900782313883e-07,4.116322097512639,1610964.0,2899966.7001381493
