,Day,zeta,zeta + Ne R,R,Ne
0,0,7.900172181211747e-07,2.1701766717460362,638649.0,4201587.119597396
2,1,3.368449970992419e-07,2.160057332187794,1362481.0,4201587.119597396
4,2,4.198888940395258e-08,2.417073079891419,5953956.0,4201587.119597396
3,3,4.266335526089076e-08,2.51989387770778,6166255.0,4201587.119597396
1,4,3.456722661886615e-08,2.7213219181548247,7232284.0,4201587.119597396
