,Day,zeta,zeta + Ne R,R,Ne
4,0,3.6889308547506826e-07,2.713239296814464,1361963.0,1935804.4139237434
3,1,7.736013014782834e-08,4.134407613933507,5005205.0,1935804.4139237434
0,2,7.313669552159018e-08,5.598682798436637,6919404.0,1935804.4139237434
1,3,3.3858629587053046e-07,6.285468570684948,3359549.0,1935804.4139237434
2,4,7.787629207964456e-08,5.304827545575588,6406129.0,1935804.4139237434
