,Day,zeta,zeta + Ne R,R,Ne
2,0,1.8917277424267e-07,8.566093570354974,6796382.0,1985312.0756795267
4,1,1.608238146404562e-07,2.849915207796496,2484681.0,1985312.0756795267
1,2,1.6168747515004618e-07,2.1810328098394374,1895810.0,1985312.0756795267
3,3,4.0982370367844566e-08,4.072657480266443,6100184.0,1985312.0756795267
0,4,3.2199403435212664e-08,4.910780121227298,7764119.0,1985312.0756795267
