,Day 1,Day 2,kappa,kappa std,R1,R2,xbar,xbar std,ntransfers
0,0,1,3.37078316690251e-07,5.007671877579619e-09,8879902.0,7599932.0,-0.009023542558537294,0.0002747959505187056,1
1,1,2,2.379461468052062e-07,3.80339483843029e-09,7599932.0,7070398.0,0.004436974935173588,0.00020139112594683365,1
2,2,3,2.598303829597842e-07,4.392785567686297e-09,7070398.0,6802482.0,-0.002817096037540375,0.0002604333945717603,1
3,3,4,4.828677060628503e-07,7.56590141167774e-09,6802482.0,1374541.0,0.005998347333871,0.00033891819322711276,1
