Day,R,R new,R old/new
0,1395657,212452,6.5692815318283655
1,10007919,1546442,6.4715773368804
2,7866048,1207423,6.514740898591463
3,3188105,451370,7.063174335910672
4,5227537,688428,7.593440417879575
