Day,R,R new,R old/new
0,5313822,820595,6.475571993492527
1,6784212,1025900,6.612936933424311
2,6279285,979081,6.413447916975204
3,5182095,779455,6.648356864732409
4,6829960,1062144,6.430352193299591
