Day,R,R new,R old/new
0,7148950,972728,7.3493823556019775
1,8306758,1095878,7.580002518528523
2,8643191,1169670,7.389426932382638
3,8899884,1171225,7.598782471344106
4,7564955,755511,10.013030915499575
