Day,R,R new,R old/new
0,2989023,473211,6.316469820016864
1,8368390,1068449,7.832278377348849
2,6894203,1110738,6.2068669659271585
3,6126119,959450,6.385032049611756
4,5804991,646016,8.985831620269467
