Day,R,R new,R old/new
0,7102883,1199445,5.921808002867993
1,7384710,1218348,6.061248510277852
2,7658007,1298027,5.899728588080217
3,4694274,762632,6.155359334515206
4,3625926,594128,6.1029374141599115
