,Day,zeta,zeta + Ne R,R,Ne
1,0,6.169191472491776e-07,9.333155355614178,2158224.0,538565.5084199737
2,1,3.4398271720754316e-08,14.494750195425734,7267807.0,538565.5084199737
3,2,3.342637453263238e-08,14.887120290978185,7479124.0,538565.5084199737
0,3,3.585269761433278e-08,13.947312612827908,6972976.0,538565.5084199737
4,4,7.865203486481836e-08,16.91522121198071,7790034.0,538565.5084199737
