,Day,zeta,zeta + Ne R,R,Ne
4,0,9.760782736689235e-08,2.5620978402149475,2561270.0,1639634.8129177154
2,1,1.0790648559345567e-07,5.621099944724138,5397027.0,1639634.8129177154
0,2,2.87651187595386e-07,1.5477195088575784,879138.0,1639634.8129177154
1,3,7.268456063636788e-08,3.0977354060197135,3439520.0,1639634.8129177154
3,4,3.612742344562844e-08,5.220422099775992,6919951.0,1639634.8129177154
