,Day,zeta,zeta + Ne R,R,Ne
2,0,1.8322306143681892e-07,4.894033552413978,4327322.0,2512127.188718605
4,1,3.153406277927353e-08,4.155865290421027,7927935.0,2512127.188718605
1,2,6.628118347545918e-08,5.320488444562593,8022525.0,2512127.188718605
3,3,3.36922546762491e-08,3.953713105499596,7420103.0,2512127.188718605
0,4,5.024464172537683e-07,2.4088009726708526,1000393.0,2512127.188718605
