,Day,zeta,zeta + Ne R,R,Ne
3,0,5.36981051728811e-08,2.318433333368035,4711946.0,3606974.458150047
2,1,3.170737894122718e-08,3.1859317529084668,7884600.0,3606974.458150047
1,2,2.2798969523220828e-07,1.54324314910282,1297716.0,3606974.458150047
0,3,4.5830194728831064e-08,2.512325374989691,5454919.0,3606974.458150047
4,4,5.9509851945123204e-08,3.538064476972093,6866294.0,3606974.458150047
